event_id,time_step,strain_top,strain_bottom,strain_left,strain_right,force_x,force_y,force_magnitude
1,0.0,32.21215116115586,0.26753004742409725,0.6561406632257023,0.847740312346206,54.89106480004132,98.9178649903614,213.7190601995581
1,0.01,32.39504435941291,0.31583005720481344,0.6526121331660611,0.8791074636241455,54.89106480004132,98.9178649903614,213.7190601995581
1,0.02,32.561667213615706,0.303102020297718,0.7099355746863286,0.8552890687547016,54.89106480004132,98.9178649903614,213.7190601995581
1,0.03,32.80692352212215,0.2872567277656921,0.7111831282636377,0.8448902232619943,54.89106480004132,98.9178649903614,213.7190601995581
1,0.04,32.96415003745568,0.2683018205355051,0.6933399740029711,0.8729155394231359,54.89106480004132,98.9178649903614,213.7190601995581
1,0.05,33.18016378077943,0.2756224126503665,0.6829841946446208,0.8465632157984113,54.89106480004132,98.9178649903614,213.7190601995581
1,0.06,33.389672928399314,0.320113329123546,0.6408315566570034,0.876154392267414,54.89106480004132,98.9178649903614,213.7190601995581
1,0.07,33.51534849989572,0.30614366029664797,0.6794740562317853,0.8363958531694844,54.89106480004132,98.9178649903614,213.7190601995581
1,0.08,33.79172483380843,0.31691959965083194,0.707447841753418,0.8790723011490051,54.89106480004132,98.9178649903614,213.7190601995581
1,0.09,33.93429659481756,0.31115435296267446,0.6522595734990599,0.8825252537908297,54.89106480004132,98.9178649903614,213.7190601995581
1,0.1,34.05056995364726,0.3507467016248822,0.7020322150638202,0.8782639002953269,54.89106480004132,98.9178649903614,213.7190601995581
1,0.11,34.22570061102568,0.2969916300185502,0.7109388925547054,0.8970176993864636,54.89106480004132,98.9178649903614,213.7190601995581
1,0.12,34.38502080759076,0.28865388394770014,0.728166710166192,0.8962715099419625,54.89106480004132,98.9178649903614,213.7190601995581
1,0.13,34.54804819727492,0.33864123993636475,0.7149707524786414,0.9142475175945872,54.89106480004132,98.9178649903614,213.7190601995581
1,0.14,34.65289068808195,0.30518075976582787,0.7095864691683059,0.8769152823665228,54.89106480004132,98.9178649903614,213.7190601995581
1,0.15,34.73727842158614,0.3481910979746877,0.7269249645670482,0.902174020977526,54.89106480004132,98.9178649903614,213.7190601995581
1,0.16,34.866722741556735,0.2611063324955706,0.6858198147813744,0.8705894124213803,54.89106480004132,98.9178649903614,213.7190601995581
1,0.17,34.99007865538115,0.34948761684992313,0.7109369020351484,0.9320045738744974,54.89106480004132,98.9178649903614,213.7190601995581
1,0.18,35.07346487515972,0.30068068278510407,0.7473122245738261,0.9118940937404428,54.89106480004132,98.9178649903614,213.7190601995581
1,0.19,35.17255958677097,0.29551955556486376,0.7065294268770037,0.9389812796029353,54.89106480004132,98.9178649903614,213.7190601995581
1,0.2,35.22649984832469,0.2969521899108704,0.7413750476537516,0.9220738597343926,54.89106480004132,98.9178649903614,213.7190601995581
1,0.21,35.262509459090005,0.3596727010515631,0.7182197034320288,0.9258884811195002,54.89106480004132,98.9178649903614,213.7190601995581
1,0.22,35.3527809022632,0.31441158930408536,0.7413170877196095,0.9275784127231661,54.89106480004132,98.9178649903614,213.7190601995581
1,0.23,35.38271327962498,0.27759985411204247,0.7349512122228965,0.9211802490152579,54.89106480004132,98.9178649903614,213.7190601995581
1,0.24,35.40273718308058,0.3267603598024919,0.7465329059149768,0.9681422664858135,54.89106480004132,98.9178649903614,213.7190601995581
1,0.25,35.39887154250137,0.28947721438670715,0.7206627709842233,0.9393759539246381,54.89106480004132,98.9178649903614,213.7190601995581
1,0.26,35.36965154460562,0.33013343249946436,0.7404138677023374,0.9064419693798254,54.89106480004132,98.9178649903614,213.7190601995581
1,0.27,35.35372836246961,0.3011878673385675,0.6963521185240322,0.9168026476160449,54.89106480004132,98.9178649903614,213.7190601995581
1,0.28,35.32998359565247,0.3096019241465833,0.7588503332418222,0.9433516968312228,54.89106480004132,98.9178649903614,213.7190601995581
1,0.29,35.2844621363062,0.32642530555983795,0.7222664525207592,0.9115268594675466,54.89106480004132,98.9178649903614,213.7190601995581
1,0.3,35.24369724409545,0.33437025752529137,0.7265362475132032,0.9200539940807373,54.89106480004132,98.9178649903614,213.7190601995581
1,0.31,35.1669882787442,0.3076844925779629,0.7075781869917562,0.9525025104060287,54.89106480004132,98.9178649903614,213.7190601995581
